TPC codegen census, configuration: tpcds-nopadding
commit:      a821cc2e8d1
java:        25.0.4.1
settings:    spark.sql.readSideCharPadding=false, statistics injected=false, spark.sql.codegen.hugeMethodLimit=65535, spark.sql.adaptive.enabled=false
under AQE:   the same walk with spark.sql.adaptive.enabled=true finds 0 stages in these queries
bands:       ok <= 8000 bytes < interpreted <= 65535 bytes < fallback

summary
  tpcds-v1.4      103 queries  1064 stages  ok 1064
  tpcds-v2.7       32 queries   498 stages  ok 498
  tpcds-mod        21 queries   132 stages  interpreted 1, ok 131; past 8000: q3

set	query	stage	bytes	constant pool	band	operators
tpcds-v2.7	q14a	397	439	277	ok	Filter < HashAggregate
tpcds-v2.7	q18a	36	1857	602	ok	Union < HashAggregate < HashAggregate < HashAggregate < HashAggregate < HashAggregate
tpcds-v2.7	q18a	7	794	250	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q18a	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q18a	1	478	158	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q18a	2	574	142	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q18a	3	214	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q18a	4	625	158	ok	Filter < ColumnarToRow
tpcds-v2.7	q18a	6	272	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q18a	14	756	250	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q18a	11	576	158	ok	Filter < ColumnarToRow
tpcds-v2.7	q18a	21	718	250	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q18a	18	562	158	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q18a	28	680	250	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q18a	25	504	151	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q18a	35	490	249	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q18a	34	214	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q20	6	529	143	ok	Project
tpcds-v2.7	q20	5	120	124	ok	Sort
tpcds-v2.7	q20	4	377	245	ok	HashAggregate
tpcds-v2.7	q20	3	345	295	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q20	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q20	1	634	167	ok	Filter < ColumnarToRow
tpcds-v2.7	q22	5	327	244	ok	HashAggregate
tpcds-v2.7	q22	4	342	304	ok	HashAggregate < Expand < Project < BroadcastNestedLoopJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q22	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q22	2	419	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q22	3	111	95	ok	ColumnarToRow
tpcds-v2.7	q22a	25	333	429	ok	Union < HashAggregate < HashAggregate < HashAggregate < HashAggregate < HashAggregate < HashAggregate
tpcds-v2.7	q22a	4	330	300	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q22a	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q22a	2	419	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q22a	3	214	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q22a	9	286	322	ok	HashAggregate < HashAggregate
tpcds-v2.7	q22a	14	286	322	ok	HashAggregate < HashAggregate
tpcds-v2.7	q22a	19	286	322	ok	HashAggregate < HashAggregate
tpcds-v2.7	q22a	24	281	272	ok	HashAggregate < HashAggregate
tpcds-v2.7	q24	12	120	124	ok	Sort
tpcds-v2.7	q24	11	399	251	ok	Filter < HashAggregate
tpcds-v2.7	q24	11	335	208	ok	HashAggregate
tpcds-v2.7	q24	10	447	296	ok	HashAggregate < HashAggregate
tpcds-v2.7	q24	9	684	334	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v2.7	q24	2	120	124	ok	Sort
tpcds-v2.7	q24	4	120	124	ok	Sort
tpcds-v2.7	q24	6	474	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q24	10	451	306	ok	HashAggregate < HashAggregate
tpcds-v2.7	q24	9	684	334	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v2.7	q24	2	120	124	ok	Sort
tpcds-v2.7	q24	1	479	157	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q24	4	120	124	ok	Sort
tpcds-v2.7	q24	3	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q24	5	468	153	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q24	6	540	173	ok	Filter < ColumnarToRow
tpcds-v2.7	q24	7	455	153	ok	Filter < ColumnarToRow
tpcds-v2.7	q24	8	406	153	ok	Filter < ColumnarToRow
tpcds-v2.7	q27a	16	914	430	ok	Union < HashAggregate < HashAggregate < HashAggregate
tpcds-v2.7	q27a	5	438	310	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q27a	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q27a	1	524	151	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q27a	3	328	154	ok	Filter < ColumnarToRow
tpcds-v2.7	q27a	4	272	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q27a	10	400	310	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q27a	8	316	151	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q27a	15	357	228	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q27a	14	214	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q34	7	120	124	ok	Sort
tpcds-v2.7	q34	6	170	235	ok	Project < BroadcastHashJoin < Filter < HashAggregate
tpcds-v2.7	q34	4	385	282	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q34	1	642	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q34	2	296	147	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q34	3	704	173	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q34	5	419	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q35	10	947	310	ok	HashAggregate
tpcds-v2.7	q35	9	774	321	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < BroadcastHashJoin < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q35	2	142	136	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v2.7	q35	1	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q35	4	142	136	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v2.7	q35	6	142	136	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v2.7	q35	7	272	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q35	8	468	153	ok	Filter < ColumnarToRow
tpcds-v2.7	q35a	9	947	310	ok	HashAggregate
tpcds-v2.7	q35a	8	774	321	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q35a	2	142	136	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v2.7	q35a	1	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q35a	5	145	174	ok	Union < Project < BroadcastHashJoin < ColumnarToRow < Project < BroadcastHashJoin < ColumnarToRow
tpcds-v2.7	q35a	6	272	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q35a	7	468	153	ok	Filter < ColumnarToRow
tpcds-v2.7	q36a	18	236	121	ok	Project
tpcds-v2.7	q36a	17	120	124	ok	Sort
tpcds-v2.7	q36a	16	329	262	ok	HashAggregate
tpcds-v2.7	q36a	15	363	497	ok	HashAggregate < Union < HashAggregate < HashAggregate < HashAggregate
tpcds-v2.7	q36a	4	330	290	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q36a	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q36a	2	321	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q36a	3	316	151	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q36a	9	223	309	ok	HashAggregate < HashAggregate
tpcds-v2.7	q36a	14	220	304	ok	HashAggregate < HashAggregate
tpcds-v2.7	q47	22	527	154	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter
tpcds-v2.7	q47	7	493	130	ok	Filter
tpcds-v2.7	q47	6	120	124	ok	Sort
tpcds-v2.7	q47	5	409	248	ok	HashAggregate
tpcds-v2.7	q47	4	370	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q47	1	394	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q47	1	656	142	ok	Filter < ColumnarToRow
tpcds-v2.7	q47	3	348	146	ok	Filter < ColumnarToRow
tpcds-v2.7	q47	14	298	121	ok	Project
tpcds-v2.7	q47	13	120	124	ok	Sort
tpcds-v2.7	q47	12	350	248	ok	HashAggregate
tpcds-v2.7	q47	21	298	121	ok	Project
tpcds-v2.7	q47	20	120	124	ok	Sort
tpcds-v2.7	q49	22	251	265	ok	HashAggregate
tpcds-v2.7	q49	7	285	126	ok	Project < Filter
tpcds-v2.7	q49	6	120	124	ok	Sort
tpcds-v2.7	q49	5	120	124	ok	Sort
tpcds-v2.7	q49	4	701	301	ok	HashAggregate
tpcds-v2.7	q49	3	378	259	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v2.7	q49	1	633	166	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q49	1	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q49	14	285	126	ok	Project < Filter
tpcds-v2.7	q49	13	120	124	ok	Sort
tpcds-v2.7	q49	12	120	124	ok	Sort
tpcds-v2.7	q49	11	701	301	ok	HashAggregate
tpcds-v2.7	q49	10	378	259	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v2.7	q49	8	633	166	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q49	21	285	126	ok	Project < Filter
tpcds-v2.7	q49	20	120	124	ok	Sort
tpcds-v2.7	q49	19	120	124	ok	Sort
tpcds-v2.7	q49	18	701	301	ok	HashAggregate
tpcds-v2.7	q49	17	378	259	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v2.7	q49	15	633	166	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q51a	54	374	207	ok	Filter < HashAggregate < Project < BroadcastHashJoin
tpcds-v2.7	q51a	26	120	124	ok	Sort
tpcds-v2.7	q51a	25	818	201	ok	Project < Filter < SortMergeJoin
tpcds-v2.7	q51a	12	120	124	ok	Sort
tpcds-v2.7	q51a	11	267	236	ok	HashAggregate
tpcds-v2.7	q51a	10	223	206	ok	HashAggregate < Project < BroadcastHashJoin < Project
tpcds-v2.7	q51a	4	120	124	ok	Sort
tpcds-v2.7	q51a	3	214	238	ok	HashAggregate
tpcds-v2.7	q51a	2	275	283	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q51a	1	399	142	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q51a	9	172	115	ok	Project
tpcds-v2.7	q51a	8	120	124	ok	Sort
tpcds-v2.7	q51a	24	120	124	ok	Sort
tpcds-v2.7	q51a	23	267	236	ok	HashAggregate
tpcds-v2.7	q51a	22	223	206	ok	HashAggregate < Project < BroadcastHashJoin < Project
tpcds-v2.7	q51a	16	120	124	ok	Sort
tpcds-v2.7	q51a	15	214	238	ok	HashAggregate
tpcds-v2.7	q51a	14	275	283	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q51a	21	172	115	ok	Project
tpcds-v2.7	q51a	20	120	124	ok	Sort
tpcds-v2.7	q51a	53	219	115	ok	Project
tpcds-v2.7	q51a	52	120	124	ok	Sort
tpcds-v2.7	q57	22	498	154	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter
tpcds-v2.7	q57	7	449	130	ok	Filter
tpcds-v2.7	q57	6	120	124	ok	Sort
tpcds-v2.7	q57	5	371	248	ok	HashAggregate
tpcds-v2.7	q57	4	350	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q57	1	394	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q57	1	656	142	ok	Filter < ColumnarToRow
tpcds-v2.7	q57	3	281	146	ok	Filter < ColumnarToRow
tpcds-v2.7	q57	14	255	121	ok	Project
tpcds-v2.7	q57	13	120	124	ok	Sort
tpcds-v2.7	q57	12	312	248	ok	HashAggregate
tpcds-v2.7	q57	21	255	121	ok	Project
tpcds-v2.7	q57	20	120	124	ok	Sort
tpcds-v2.7	q64	54	120	124	ok	Sort
tpcds-v2.7	q64	53	1414	223	ok	Project < SortMergeJoin
tpcds-v2.7	q64	26	120	124	ok	Sort
tpcds-v2.7	q64	25	868	288	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v2.7	q64	3	120	124	ok	Sort
tpcds-v2.7	q64	2	245	144	ok	Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v2.7	q64	1	922	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q64	1	307	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q64	9	413	339	ok	Sort < Project < Filter < HashAggregate
tpcds-v2.7	q64	8	502	300	ok	SortAggregate < Project < SortMergeJoin
tpcds-v2.7	q64	5	120	124	ok	Sort
tpcds-v2.7	q64	4	345	157	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q64	7	120	124	ok	Sort
tpcds-v2.7	q64	6	455	157	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q64	11	348	146	ok	Filter < ColumnarToRow
tpcds-v2.7	q64	12	549	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q64	13	272	142	ok	Filter < ColumnarToRow
tpcds-v2.7	q64	15	281	146	ok	Filter < ColumnarToRow
tpcds-v2.7	q64	17	214	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q64	18	281	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q64	20	419	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q64	22	214	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q64	24	765	168	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q64	52	120	124	ok	Sort
tpcds-v2.7	q64	51	734	288	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v2.7	q64	29	120	124	ok	Sort
tpcds-v2.7	q64	28	245	144	ok	Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v2.7	q64	27	922	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q64	1	307	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q64	35	413	339	ok	Sort < Project < Filter < HashAggregate
tpcds-v2.7	q67a	47	512	130	ok	Filter
tpcds-v2.7	q67a	46	120	124	ok	Sort
tpcds-v2.7	q67a	45	519	603	ok	Sort < Union < HashAggregate < HashAggregate < HashAggregate < HashAggregate < HashAggregate < HashAggregate < HashAggregate < HashAggregate < HashAggregate
tpcds-v2.7	q67a	4	410	254	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q67a	1	497	142	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q67a	2	272	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q67a	3	419	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q67a	9	395	283	ok	HashAggregate < HashAggregate
tpcds-v2.7	q67a	14	395	283	ok	HashAggregate < HashAggregate
tpcds-v2.7	q67a	19	395	283	ok	HashAggregate < HashAggregate
tpcds-v2.7	q67a	24	395	283	ok	HashAggregate < HashAggregate
tpcds-v2.7	q67a	29	395	283	ok	HashAggregate < HashAggregate
tpcds-v2.7	q67a	34	395	283	ok	HashAggregate < HashAggregate
tpcds-v2.7	q67a	39	395	283	ok	HashAggregate < HashAggregate
tpcds-v2.7	q67a	44	391	284	ok	HashAggregate < HashAggregate
tpcds-v2.7	q70a	30	234	121	ok	Project
tpcds-v2.7	q70a	29	120	124	ok	Sort
tpcds-v2.7	q70a	28	329	262	ok	HashAggregate
tpcds-v2.7	q70a	27	329	454	ok	HashAggregate < Union < HashAggregate < HashAggregate < HashAggregate
tpcds-v2.7	q70a	8	275	288	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q70a	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q70a	7	215	141	ok	BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q70a	6	155	115	ok	Project < Filter
tpcds-v2.7	q70a	5	180	292	ok	Sort < HashAggregate
tpcds-v2.7	q70a	4	244	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q70a	2	272	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q70a	17	190	298	ok	HashAggregate < HashAggregate
tpcds-v2.7	q70a	26	186	283	ok	HashAggregate < HashAggregate
tpcds-v2.7	q72	15	198	230	ok	HashAggregate
tpcds-v2.7	q72	14	507	354	ok	HashAggregate < Project < SortMergeJoin
tpcds-v2.7	q72	11	120	124	ok	Sort
tpcds-v2.7	q72	10	402	140	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q72	1	429	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q72	1	406	151	ok	Filter < ColumnarToRow
tpcds-v2.7	q72	2	272	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q72	3	272	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q72	4	316	151	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q72	5	317	151	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q72	7	281	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q72	8	281	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q72	9	214	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q72	13	120	124	ok	Sort
tpcds-v2.7	q72	12	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q74	16	248	263	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < HashAggregate
tpcds-v2.7	q74	3	295	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q74	1	327	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q74	1	408	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q74	7	261	248	ok	HashAggregate
tpcds-v2.7	q74	6	295	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q74	4	327	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q74	1	408	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q74	11	307	253	ok	Filter < HashAggregate
tpcds-v2.7	q74	10	295	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q74	8	327	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q74	15	248	248	ok	HashAggregate
tpcds-v2.7	q74	14	295	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q74	12	327	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q75	51	1019	258	ok	Project < SortMergeJoin
tpcds-v2.7	q75	25	120	124	ok	Sort
tpcds-v2.7	q75	24	389	248	ok	Filter < HashAggregate
tpcds-v2.7	q75	23	329	338	ok	HashAggregate < HashAggregate
tpcds-v2.7	q75	22	325	252	ok	HashAggregate
tpcds-v2.7	q75	7	843	210	ok	Project < SortMergeJoin
tpcds-v2.7	q75	4	120	124	ok	Sort
tpcds-v2.7	q75	3	180	140	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q75	1	307	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q75	1	585	151	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q75	6	120	124	ok	Sort
tpcds-v2.7	q75	5	394	160	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q75	14	843	210	ok	Project < SortMergeJoin
tpcds-v2.7	q75	11	120	124	ok	Sort
tpcds-v2.7	q75	10	180	140	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q75	13	120	124	ok	Sort
tpcds-v2.7	q75	12	394	160	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q75	21	843	210	ok	Project < SortMergeJoin
tpcds-v2.7	q75	18	120	124	ok	Sort
tpcds-v2.7	q75	17	180	140	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q75	20	120	124	ok	Sort
tpcds-v2.7	q75	19	394	160	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q75	50	120	124	ok	Sort
tpcds-v2.7	q75	49	389	248	ok	Filter < HashAggregate
tpcds-v2.7	q75	48	329	338	ok	HashAggregate < HashAggregate
tpcds-v2.7	q75	47	325	252	ok	HashAggregate
tpcds-v2.7	q75	32	843	210	ok	Project < SortMergeJoin
tpcds-v2.7	q75	29	120	124	ok	Sort
tpcds-v2.7	q75	28	180	140	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q75	1	307	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q75	31	120	124	ok	Sort
tpcds-v2.7	q75	39	843	210	ok	Project < SortMergeJoin
tpcds-v2.7	q75	36	120	124	ok	Sort
tpcds-v2.7	q75	35	180	140	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q75	38	120	124	ok	Sort
tpcds-v2.7	q75	46	843	210	ok	Project < SortMergeJoin
tpcds-v2.7	q75	43	120	124	ok	Sort
tpcds-v2.7	q75	42	180	140	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q75	45	120	124	ok	Sort
tpcds-v2.7	q77a	61	373	262	ok	HashAggregate
tpcds-v2.7	q77a	60	373	262	ok	HashAggregate
tpcds-v2.7	q77a	19	568	263	ok	HashAggregate
tpcds-v2.7	q77a	18	442	470	ok	HashAggregate < Union < Project < BroadcastHashJoin < HashAggregate < Project < BroadcastNestedLoopJoin < Project < Scan OneRowRelation < Project < BroadcastHashJoin < HashAggregate
tpcds-v2.7	q77a	3	275	285	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q77a	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q77a	2	214	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q77a	7	247	244	ok	HashAggregate
tpcds-v2.7	q77a	6	275	285	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q77a	10	247	244	ok	HashAggregate
tpcds-v2.7	q77a	9	244	283	ok	HashAggregate < Project < BroadcastHashJoin < ColumnarToRow
tpcds-v2.7	q77a	3	392	196	ok	Project < HashAggregate
tpcds-v2.7	q77a	2	153	190	ok	HashAggregate < Project < BroadcastHashJoin < ColumnarToRow
tpcds-v2.7	q77a	13	275	285	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q77a	12	214	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q77a	17	247	244	ok	HashAggregate
tpcds-v2.7	q77a	16	275	285	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q77a	39	445	250	ok	HashAggregate
tpcds-v2.7	q77a	38	383	298	ok	HashAggregate < HashAggregate
tpcds-v2.7	q77a	59	427	192	ok	HashAggregate
tpcds-v2.7	q77a	58	382	318	ok	HashAggregate < HashAggregate
tpcds-v2.7	q78	23	1211	274	ok	Project < SortMergeJoin
tpcds-v2.7	q78	15	662	208	ok	Project < SortMergeJoin
tpcds-v2.7	q78	7	363	307	ok	Sort < HashAggregate
tpcds-v2.7	q78	6	529	332	ok	HashAggregate < Project < BroadcastHashJoin < Project < Filter < SortMergeJoin
tpcds-v2.7	q78	2	120	124	ok	Sort
tpcds-v2.7	q78	1	548	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q78	1	307	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q78	4	120	124	ok	Sort
