TPC codegen census, configuration: tpcds-nopadding
commit:      a821cc2e8d1
java:        25.0.4.1
settings:    spark.sql.readSideCharPadding=false, statistics injected=false, spark.sql.codegen.hugeMethodLimit=65535, spark.sql.adaptive.enabled=false
under AQE:   the same walk with spark.sql.adaptive.enabled=true finds 0 stages in these queries
bands:       ok <= 8000 bytes < interpreted <= 65535 bytes < fallback

summary
  tpcds-v1.4      103 queries  1064 stages  ok 1064
  tpcds-v2.7       32 queries   498 stages  ok 498
  tpcds-mod        21 queries   132 stages  interpreted 1, ok 131; past 8000: q3

set	query	stage	bytes	constant pool	band	operators
tpcds-v1.4	q1	9	186	249	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < HashAggregate
tpcds-v1.4	q1	2	330	283	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q1	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q1	6	398	284	ok	Filter < HashAggregate
tpcds-v1.4	q1	5	273	288	ok	HashAggregate < HashAggregate
tpcds-v1.4	q1	4	275	283	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q1	7	316	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q1	8	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q2	9	120	124	ok	Sort
tpcds-v1.4	q2	8	357	281	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q2	2	369	336	ok	HashAggregate < Project < BroadcastHashJoin < Union < Project < ColumnarToRow < Project < ColumnarToRow
tpcds-v1.4	q2	1	339	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q2	3	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q2	7	357	281	ok	Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q2	6	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q3	4	238	248	ok	HashAggregate
tpcds-v1.4	q3	3	320	283	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q3	1	327	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q3	2	402	153	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q4	24	392	261	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < HashAggregate
tpcds-v1.4	q4	3	412	248	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q4	1	492	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q4	1	307	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q4	7	458	246	ok	HashAggregate
tpcds-v1.4	q4	6	412	248	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q4	4	492	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q4	1	307	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q4	11	446	251	ok	Filter < HashAggregate
tpcds-v1.4	q4	10	412	248	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q4	8	492	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q4	15	392	246	ok	HashAggregate
tpcds-v1.4	q4	14	412	248	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q4	12	492	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q4	19	446	251	ok	Filter < HashAggregate
tpcds-v1.4	q4	18	412	248	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q4	16	492	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q4	23	392	246	ok	HashAggregate
tpcds-v1.4	q4	22	412	248	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q4	20	492	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q5	15	496	255	ok	HashAggregate
tpcds-v1.4	q5	14	326	279	ok	HashAggregate < Expand
tpcds-v1.4	q5	4	537	280	ok	HashAggregate
tpcds-v1.4	q5	3	245	337	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Union < Project < Filter < ColumnarToRow < Project < Filter < ColumnarToRow
tpcds-v1.4	q5	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q5	2	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q5	8	537	280	ok	HashAggregate
tpcds-v1.4	q5	7	245	337	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Union < Project < Filter < ColumnarToRow < Project < Filter < ColumnarToRow
tpcds-v1.4	q5	6	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q5	13	537	280	ok	HashAggregate
tpcds-v1.4	q5	12	278	337	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Union < Project < Filter < ColumnarToRow < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q5	9	395	155	ok	ColumnarToRow
tpcds-v1.4	q5	11	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q6	9	156	224	ok	Filter < HashAggregate
tpcds-v1.4	q6	8	244	278	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q6	1	281	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q6	2	339	151	ok	Filter < ColumnarToRow
tpcds-v1.4	q6	1	288	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q6	2	244	242	ok	HashAggregate
tpcds-v1.4	q6	1	388	271	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q6	7	273	147	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q6	6	331	326	ok	Filter < HashAggregate < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q6	4	246	279	ok	HashAggregate < Filter < ColumnarToRow
tpcds-v1.4	q6	5	278	153	ok	Filter < ColumnarToRow
tpcds-v1.4	q7	6	852	278	ok	HashAggregate
tpcds-v1.4	q7	5	400	310	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q7	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q7	1	524	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q7	3	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q7	4	465	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q8	9	174	240	ok	HashAggregate
tpcds-v1.4	q8	8	275	288	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q8	1	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q8	2	339	153	ok	Filter < ColumnarToRow
tpcds-v1.4	q8	7	244	244	ok	HashAggregate
tpcds-v1.4	q8	6	336	280	ok	HashAggregate < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q8	5	157	225	ok	Project < Filter < HashAggregate
tpcds-v1.4	q8	4	244	278	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q8	3	316	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q9	1	1417	164	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q9	2	656	243	ok	Project < HashAggregate
tpcds-v1.4	q9	1	374	236	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q9	2	656	243	ok	Project < HashAggregate
tpcds-v1.4	q9	1	375	236	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q9	2	656	243	ok	Project < HashAggregate
tpcds-v1.4	q9	1	375	236	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q9	2	656	243	ok	Project < HashAggregate
tpcds-v1.4	q9	1	375	236	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q9	2	656	243	ok	Project < HashAggregate
tpcds-v1.4	q9	1	375	236	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q10	10	431	230	ok	HashAggregate
tpcds-v1.4	q10	9	424	282	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < BroadcastHashJoin < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q10	2	142	136	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q10	1	418	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q10	4	142	136	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q10	6	142	136	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q10	7	424	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q10	8	624	153	ok	Filter < ColumnarToRow
tpcds-v1.4	q11	16	378	263	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < HashAggregate
tpcds-v1.4	q11	3	577	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q11	1	382	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q11	1	307	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q11	7	378	248	ok	HashAggregate
tpcds-v1.4	q11	6	577	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q11	4	382	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q11	1	307	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q11	11	403	253	ok	Filter < HashAggregate
tpcds-v1.4	q11	10	577	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q11	8	382	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q11	15	378	248	ok	HashAggregate
tpcds-v1.4	q11	14	577	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q11	12	382	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q12	6	529	143	ok	Project
tpcds-v1.4	q12	5	120	124	ok	Sort
tpcds-v1.4	q12	4	377	245	ok	HashAggregate
tpcds-v1.4	q12	3	345	295	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q12	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q12	1	634	167	ok	Filter < ColumnarToRow
tpcds-v1.4	q13	7	590	235	ok	HashAggregate
tpcds-v1.4	q13	6	1435	236	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q13	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q13	1	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q13	2	814	158	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q13	4	807	158	ok	Filter < ColumnarToRow
tpcds-v1.4	q13	5	384	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q14a	80	362	280	ok	HashAggregate
tpcds-v1.4	q14a	79	411	320	ok	HashAggregate < Expand
tpcds-v1.4	q14a	26	439	277	ok	Project < Filter < HashAggregate
tpcds-v1.4	q14a	5	288	199	ok	HashAggregate
tpcds-v1.4	q14a	4	142	250	ok	HashAggregate < Union < Project < BroadcastHashJoin < ColumnarToRow < Project < BroadcastHashJoin < ColumnarToRow < Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q14a	25	236	250	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14a	1	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q14a	11	290	133	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14a	10	244	260	ok	BroadcastHashJoin < HashAggregate
tpcds-v1.4	q14a	6	244	269	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14a	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q14a	4	345	133	ok	BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14a	3	180	140	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14a	1	370	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q14a	9	180	140	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14a	23	180	133	ok	BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14a	52	439	277	ok	Project < Filter < HashAggregate
tpcds-v1.4	q14a	51	236	250	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14a	78	439	277	ok	Project < Filter < HashAggregate
tpcds-v1.4	q14a	77	236	250	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14b	52	320	280	ok	BroadcastHashJoin < Filter < HashAggregate
tpcds-v1.4	q14b	5	288	199	ok	HashAggregate
tpcds-v1.4	q14b	4	142	250	ok	HashAggregate < Union < Project < BroadcastHashJoin < ColumnarToRow < Project < BroadcastHashJoin < ColumnarToRow < Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q14b	25	236	250	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14b	1	288	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q14b	1	446	139	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q14b	11	290	133	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14b	10	244	260	ok	BroadcastHashJoin < HashAggregate
tpcds-v1.4	q14b	6	244	269	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14b	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q14b	4	345	133	ok	BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14b	3	180	140	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14b	1	370	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q14b	9	180	140	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14b	23	345	133	ok	BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14b	51	439	277	ok	Filter < HashAggregate
tpcds-v1.4	q14b	50	236	250	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q14b	1	288	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q14b	1	446	139	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q15	5	174	240	ok	HashAggregate
tpcds-v1.4	q15	4	244	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q15	1	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q15	1	281	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q15	2	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q16	12	233	184	ok	HashAggregate
tpcds-v1.4	q16	11	379	355	ok	HashAggregate < SortAggregate < SortAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < SortMergeJoin
tpcds-v1.4	q16	5	648	187	ok	Project < SortMergeJoin
tpcds-v1.4	q16	2	120	124	ok	Sort
tpcds-v1.4	q16	1	568	160	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q16	4	120	124	ok	Sort
tpcds-v1.4	q16	3	236	142	ok	Project < ColumnarToRow
tpcds-v1.4	q16	7	120	124	ok	Sort
tpcds-v1.4	q16	6	187	142	ok	Project < ColumnarToRow
tpcds-v1.4	q16	8	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q16	9	316	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q16	10	296	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q17	9	1595	331	ok	HashAggregate
tpcds-v1.4	q17	8	648	337	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q17	1	317	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q17	1	455	151	ok	Filter < ColumnarToRow
tpcds-v1.4	q17	1	409	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q17	2	388	151	ok	Filter < ColumnarToRow
tpcds-v1.4	q17	6	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q17	7	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q18	8	1844	301	ok	HashAggregate
tpcds-v1.4	q18	7	814	254	ok	HashAggregate < Expand < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q18	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q18	1	478	158	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q18	2	575	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q18	3	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q18	4	601	158	ok	Filter < ColumnarToRow
tpcds-v1.4	q18	6	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q19	7	275	248	ok	HashAggregate
tpcds-v1.4	q19	6	408	287	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q19	1	461	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q19	2	499	153	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q19	3	281	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q19	4	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q19	5	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q20	6	529	143	ok	Project
tpcds-v1.4	q20	5	120	124	ok	Sort
tpcds-v1.4	q20	4	377	245	ok	HashAggregate
tpcds-v1.4	q20	3	345	295	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q20	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q20	1	634	167	ok	Filter < ColumnarToRow
tpcds-v1.4	q21	5	595	258	ok	Filter < HashAggregate
tpcds-v1.4	q21	4	295	288	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q21	1	353	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q21	1	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q21	2	422	160	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q22	5	327	244	ok	HashAggregate
tpcds-v1.4	q22	4	342	304	ok	HashAggregate < Expand < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q22	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q22	2	419	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q22	3	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q23a	24	195	162	ok	HashAggregate
tpcds-v1.4	q23a	23	131	161	ok	HashAggregate
tpcds-v1.4	q23a	11	352	178	ok	Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q23a	6	120	124	ok	Sort
tpcds-v1.4	q23a	5	149	136	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q23a	1	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23a	4	195	229	ok	Project < Filter < HashAggregate
tpcds-v1.4	q23a	3	275	291	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q23a	1	421	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23a	2	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q23a	9	314	306	ok	Sort < Project < Filter < HashAggregate
tpcds-v1.4	q23a	5	117	142	ok	HashAggregate
tpcds-v1.4	q23a	4	225	261	ok	HashAggregate < HashAggregate
tpcds-v1.4	q23a	3	228	243	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q23a	1	363	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23a	8	228	243	ok	HashAggregate < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q23a	7	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q23a	22	352	178	ok	Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q23a	17	120	124	ok	Sort
tpcds-v1.4	q23a	16	149	136	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q23a	20	314	306	ok	Sort < Project < Filter < HashAggregate
tpcds-v1.4	q23b	18	241	238	ok	HashAggregate
tpcds-v1.4	q23b	17	355	276	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < SortMergeJoin
tpcds-v1.4	q23b	6	120	124	ok	Sort
tpcds-v1.4	q23b	5	215	140	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q23b	1	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23b	4	195	229	ok	Project < Filter < HashAggregate
tpcds-v1.4	q23b	3	275	291	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q23b	1	421	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23b	2	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q23b	9	314	306	ok	Sort < Project < Filter < HashAggregate
tpcds-v1.4	q23b	5	117	142	ok	HashAggregate
tpcds-v1.4	q23b	4	225	261	ok	HashAggregate < HashAggregate
tpcds-v1.4	q23b	3	228	243	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q23b	1	363	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23b	8	228	243	ok	HashAggregate < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q23b	7	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q23b	15	318	186	ok	SortMergeJoin
tpcds-v1.4	q23b	11	120	124	ok	Sort
tpcds-v1.4	q23b	10	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q23b	14	314	306	ok	Sort < Project < Filter < HashAggregate
tpcds-v1.4	q23b	36	241	238	ok	HashAggregate
tpcds-v1.4	q23b	35	355	276	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < SortMergeJoin
tpcds-v1.4	q23b	24	120	124	ok	Sort
tpcds-v1.4	q23b	23	215	140	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q23b	27	314	306	ok	Sort < Project < Filter < HashAggregate
tpcds-v1.4	q24a	11	399	251	ok	Filter < HashAggregate
tpcds-v1.4	q24a	11	335	208	ok	HashAggregate
tpcds-v1.4	q24a	10	447	296	ok	HashAggregate < HashAggregate
tpcds-v1.4	q24a	9	684	334	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q24a	2	120	124	ok	Sort
tpcds-v1.4	q24a	4	120	124	ok	Sort
tpcds-v1.4	q24a	6	474	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q24a	10	451	306	ok	HashAggregate < HashAggregate
tpcds-v1.4	q24a	9	684	334	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q24a	2	120	124	ok	Sort
tpcds-v1.4	q24a	1	479	157	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24a	4	120	124	ok	Sort
tpcds-v1.4	q24a	3	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24a	5	468	153	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24a	6	540	173	ok	Filter < ColumnarToRow
tpcds-v1.4	q24a	7	388	153	ok	Filter < ColumnarToRow
tpcds-v1.4	q24a	8	339	147	ok	Filter < ColumnarToRow
tpcds-v1.4	q24b	11	399	251	ok	Filter < HashAggregate
tpcds-v1.4	q24b	11	335	208	ok	HashAggregate
tpcds-v1.4	q24b	10	447	296	ok	HashAggregate < HashAggregate
tpcds-v1.4	q24b	9	684	334	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q24b	2	120	124	ok	Sort
tpcds-v1.4	q24b	4	120	124	ok	Sort
tpcds-v1.4	q24b	6	474	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q24b	10	451	306	ok	HashAggregate < HashAggregate
tpcds-v1.4	q24b	9	684	334	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q24b	2	120	124	ok	Sort
tpcds-v1.4	q24b	1	479	157	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	4	120	124	ok	Sort
tpcds-v1.4	q24b	3	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	5	468	153	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	6	540	173	ok	Filter < ColumnarToRow
tpcds-v1.4	q24b	7	388	153	ok	Filter < ColumnarToRow
tpcds-v1.4	q24b	8	339	147	ok	Filter < ColumnarToRow
tpcds-v1.4	q25	9	442	254	ok	HashAggregate
tpcds-v1.4	q25	8	405	290	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q25	1	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q25	1	461	162	ok	Filter < ColumnarToRow
